Name,Platform,Year,Genre,Publisher
Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia,DS,2010,Strategy,Konami Digital Entertainment
NCAA Final Four 2002,PS2,2001,Sports,Sony Computer Entertainment
South Park: Chef's Luv Shack,PS,1998,Misc,Acclaim Entertainment
Cabela's Outdoor Adventures (2009),Wii,2009,Sports,Activision Value
Music Maker,PS2,2001,Misc,Magix
Slot Machine,2600,N/A,Action,Atari
Ganbare Goemon 2: Kiteretsu Shougun Magginesu,SNES,1993,Platform,Konami Digital Entertainment
Shrek's Carnival Craze Party Games,Wii,2008,Misc,Activision
Astroblast,2600,1981,Action,Mattel Interactive
40 Winks,PS,1999,Platform,GT Interactive
Blade II,PS2,2002,Action,Activision
Calvin Tucker's Redneck Jamboree,Wii,2008,Misc,Zoo Games
My Virtual Tutor: Reading Adventure Pre-K to Kindergarten,DS,2009,Misc,Mentor Interactive
TRON: Evolution,X360,2010,Action,Disney Interactive Studios
A Collection of Classic Games from the Intellivision,PS,1999,Misc,Activision
Math Play,DS,2006,Puzzle,Ubisoft
Bruce Lee: Quest of the Dragon,XB,2002,Fighting,Universal Interactive
Spin Jam,PS,2000,Puzzle,Empire Interactive
KuruKuru Kururin,GBA,2001,Puzzle,Nintendo
Disney's The Emperor's New Groove,PS,2000,Platform,Sony Computer Entertainment
Dragon Ball Z: Battle of Z,PS3,2014,Fighting,Namco Bandai Games
DmC: Devil May Cry,PS4,2015,Action,Capcom
Disney's Stitch: Experiment 626,PS2,2002,Action,Sony Computer Entertainment
RPG Tsukuru 2,SNES,1996,Role-Playing,ASCII Entertainment
Yuu Yuu Hakusho 2: Kakutou no Sho,SNES,1994,Fighting,Namco Bandai Games
Orphen: Scion of Sorcery,PS2,2000,Role-Playing,Activision
NBA Live 08,PSP,2007,Sports,Electronic Arts
Star Wars Episode III: Revenge of the Sith,DS,2005,Action,Ubisoft
Ultimate Spider-Man,GBA,2005,Action,Activision
Midtown Madness 3,XB,2003,Racing,Microsoft Game Studios
Shrek Swamp Kart Speedway,GBA,2002,Racing,TDK Mediactive
Gameboy Gallery,GB,1995,Misc,Nintendo
Contra 4,DS,2007,Shooter,Konami Digital Entertainment
Virtua Cop 2,SAT,1996,Shooter,Sega
Ehrgeiz,PS,1998,Fighting,SquareSoft
Touhoku Daigaku Mirai Kagaku Gijutsu Kyoudou Kenkyuu Center Kawashima Ryuuta Kyouju Kanshu: Nou Ryoku Trainer Portable,PSP,2005,Misc,Sega
Spyro: Attack of the Rhynocs,GBA,2003,Platform,Universal Interactive
Monsters vs. Aliens,PS3,2009,Action,Activision
"Army Men World War: Land, Sea, Air",PS,2000,Action,3DO
NASCAR 2011: The Game,X360,2011,Racing,Activision
BlazBlue: Chrono Phantasma,PS3,2013,Fighting,Arc System Works
Dai-2-Ji Super Robot Taisen OG,PS3,2012,Strategy,Namco Bandai Games
Naruto: Ninja Destiny (US sales),DS,2006,Fighting,Namco Bandai Games
Kingdoms of Amalur: Reckoning,PC,2012,Role-Playing,Electronic Arts
Jumping Flash!,PS,1995,Platform,Sony Computer Entertainment
Mario Party: Star Rush,3DS,2016,Misc,Nintendo
Karaoke Revolution Party,PS2,2005,Misc,Konami Digital Entertainment
Burnout,GC,2002,Racing,Acclaim Entertainment
Lizzie McGuire 3: Homecoming Havoc,GBA,2005,Platform,Disney Interactive Studios
Chaos Legion,PS2,2003,Action,Capcom
Puyo Puyo 7,DS,2009,Puzzle,Sega
Charlie and the Chocolate Factory,GBA,2005,Adventure,Global Star
Neopets: The Darkest Faerie,PS2,2005,Adventure,Sony Computer Entertainment
Blazing Heroes,SAT,1995,Role-Playing,Sega
Naruto Shippuden: Ultimate Ninja Storm 4,XOne,2016,Fighting,Namco Bandai Games
Rhythm Tengoku,GBA,2006,Misc,Nintendo
Super Robot Taisen W,DS,2007,Strategy,Banpresto
Cart World Series,PS,1997,Racing,Sony Computer Entertainment
Shrek: Forever After,DS,2010,Platform,Activision
Batman: Arkham VR,PS4,2016,Action,Warner Bros. Interactive Entertainment
Lumines ll,PSP,2006,Puzzle,Disney Interactive Studios
24: The Game,PS2,2006,Adventure,Sony Computer Entertainment
The Dukes of Hazzard II: Daisy Dukes It Out,PS,N/A,Racing,Unknown
Famista '91,NES,1990,Sports,Namco Bandai Games
Madagascar,DS,2005,Platform,Activision
The King of Fighters XIII,PS3,2011,Fighting,Rising Star Games
Sniper Elite 3,X360,2014,Shooter,505 Games
Super Robot Taisen OG: Original Generations Gaiden,PS2,2007,Strategy,Banpresto
Lego Batman 3: Beyond Gotham,PSV,2014,Action,Warner Bros. Interactive Entertainment
Decathlete,SAT,1994,Sports,Sega
Tom Clancy's Splinter Cell 3D,3DS,2011,Action,Ubisoft
Magna Carta 2,X360,2009,Role-Playing,Banpresto
Looney Tunes: Duck Amuck,DS,2007,Action,Warner Bros. Interactive Entertainment
Shin Megami Tensei: Persona 2: Innocent Sin,PSP,2011,Role-Playing,Atlus
Romance of the Three Kingdoms VIII,PS2,2002,Strategy,Tecmo Koei
Fossil Fighters (JP sales),DS,2008,Role-Playing,Nintendo
Daikaijyuu Monogatari,SNES,1994,Role-Playing,Hudson Soft
Hard Hitter Tennis,PS2,2001,Sports,Midas Interactive Entertainment
F1 2013,X360,2013,Racing,Codemasters
Harvest Moon: The Tale of Two Towns,3DS,N/A,Simulation,Unknown
Quake II,N64,1999,Shooter,Activision
Monster Truck Madness 64,N64,1999,Racing,Take-Two Interactive
Crazy Taxi: Catch a Ride,GBA,2003,Racing,THQ
Nounai Aeshe: IQ Suppli DS,DS,2006,Misc,Spike
Final Fantasy XI: Wings of the Goddess,X360,2007,Role-Playing,Square Enix
PowerUp Heroes,X360,2011,Fighting,Ubisoft
Jonas,DS,2009,Adventure,Disney Interactive Studios
Macross Digital Mission VF-X,PS,1997,Simulation,Namco Bandai Games
Rayman 2: Revolution,PS2,2000,Platform,Ubisoft
Yu Yu Hakusho Ghost Files: Spirit Detective,GBA,2003,Action,Atari
Super Bomberman 5,SNES,1997,Puzzle,Hudson Soft
One Piece Unlimited Cruise SP,3DS,2011,Action,Namco Bandai Games
Madden NFL 13,PSV,2012,Sports,Electronic Arts
Army Men: Air Attack 2,PS,2000,Action,3DO
NBA Live 2003,GC,N/A,Sports,Electronic Arts
Stranglehold,PS3,2007,Shooter,Midway Games
Pride FC: Fighting Championships,PS2,2003,Fighting,THQ
Eternal Ring,PS2,2000,Role-Playing,Ubisoft
Dragon Force,SAT,1996,Strategy,Sega
Dynasty Warriors 8: Xtreme Legends,PS4,2014,Action,Tecmo Koei
Resident Evil Archives: Resident Evil,Wii,2008,Action,Capcom
Dynasty Warriors 6,X360,2007,Action,Tecmo Koei
Silent Hill: Shattered Memories,PSP,2010,Action,Konami Digital Entertainment
Dragon Quest Builders: Revive Alefgard,PSV,2016,Role-Playing,Square Enix
Winning Post 2,SNES,1995,Sports,Tecmo Koei
Star Gladiator Episode: I Final Crusade,PS,1996,Fighting,Virgin Interactive
Dance Dance Revolution Universe 3,X360,2008,Simulation,Konami Digital Entertainment
Showdown: Legends of Wrestling,PS2,2004,Fighting,Acclaim Entertainment
Sword Art Online: Hollow Fragment,PSV,2014,Role-Playing,Namco Bandai Games
Imagine: Family Doctor,DS,2009,Simulation,Ubisoft
Far East of Eden Zero,SNES,1995,Role-Playing,Hudson Soft
Full Spectrum Warrior,PS2,2005,Strategy,THQ
Taiko no Tatsujin Wii: Minna de Party * 3-Yome!,Wii,2010,Misc,Namco Bandai Games
The Sims 2: Pets,PS2,2006,Simulation,Electronic Arts
Wacky Races: Crash & Dash,Wii,2008,Racing,Eidos Interactive
Power Pro Kun Pocket 6,GBA,2003,Sports,Konami Digital Entertainment
Power Pro Kun Pocket 10,DS,2007,Sports,Konami Digital Entertainment
Finding Nemo: The Continuing Adventures,GBA,2004,Action,THQ
Spirit: Stallion of the Cimarron,GBA,2002,Platform,THQ
The Suite Life of Zack & Cody: Circle of Spies,DS,2007,Action,Disney Interactive Studios
Future Cop L.A.P.D.,PS,1997,Simulation,Electronic Arts
MySims Party,DS,2009,Simulation,Electronic Arts
Hamster Tarou,GB,1999,Simulation,Jorudan
Fist of the North Star: Ken's Rage 2,PS3,2012,Fighting,Tecmo Koei
Shark Tale,GC,2004,Action,Activision
MLB SlugFest Loaded,PS2,2004,Sports,Midway Games
Squinkies,DS,2011,Misc,Activision
Rapala Pro Bass Fishing 2010,Wii,2010,Sports,Activision
Teenage Mutant Ninja Turtles,XB,2003,Action,Konami Digital Entertainment
Capcom Classics Collection Remixed,PSP,2006,Misc,Capcom
1701 A.D.,PC,2006,Simulation,Deep Silver
Lego Star Wars: The Force Awakens,XOne,2016,Action,Warner Bros. Interactive Entertainment
Little Deviants,PSV,2011,Platform,Sony Computer Entertainment
Spider-Man 3,PSP,2007,Platform,Activision
AMF Bowling 2004,XB,2003,Sports,Mud Duck Productions
N3: Ninety-Nine Nights,X360,2006,Action,Microsoft Game Studios
Scooby-Doo! Night of 100 Frights,GC,2002,Platform,THQ
Shrek the Third,DS,N/A,Action,Activision
Radiant Historia,DS,2010,Role-Playing,Atlus
Sorcery,PS3,2012,Action,Sony Computer Entertainment
RealSports Boxing,2600,1986,Sports,Atari
Imagine: Makeup Artist,DS,2020,Simulation,Ubisoft
Harry Potter and the Order of the Phoenix,X360,2007,Action,Electronic Arts
Grandia II,PS2,2002,Role-Playing,Ubisoft
Shaun White Snowboarding: World Stage,Wii,2009,Sports,Ubisoft
Spider-Man: Friend or Foe,X360,2007,Action,Activision
Guitar Hero: Van Halen,X360,2009,Misc,Activision
Dreamworks Madagascar Kartz,PS3,2009,Racing,Activision
Batman: The Brave and the Bold the Videogame,DS,2010,Action,Warner Bros. Interactive Entertainment
The Sims 2,PC,2004,Simulation,Electronic Arts
Phineas and Ferb Ride Again,DS,2010,Action,Disney Interactive Studios
Need for Speed Underground,GBA,2003,Racing,Electronic Arts
Def Jam Rapstar,X360,2010,Misc,Konami Digital Entertainment
Power Pro Kun Pocket 4,GBA,2002,Sports,Konami Digital Entertainment
Guardian Heroes,SAT,1995,Role-Playing,Sega
Outlaw Golf,XB,2002,Sports,TDK Mediactive
Fisherman's Bait 2: Big Ol' Bass,PS,1999,Sports,Konami Digital Entertainment
MySims SkyHeroes,Wii,2010,Action,Electronic Arts
Mini Ninjas,X360,2009,Action,Eidos Interactive
Lupin the 3rd: Treasure of the Sorcerer King,PS2,2002,Adventure,505 Games
Disney Infinity,3DS,2013,Action,Disney Interactive Studios
The LEGO Movie Videogame,PSV,2014,Action,Warner Bros. Interactive Entertainment
Kurohyou: Ryu ga Gotoku Shinshou,PSP,2010,Adventure,Sega
Ben 10 Alien Force: Vilgax Attacks,PS2,2009,Action,D3Publisher
NBA Street V3,GC,2005,Sports,Electronic Arts
Nicktoons: Battle for Volcano Island,DS,2006,Action,THQ
WinBack: Covert Operations,PS2,2000,Shooter,Midas Interactive Entertainment
Kagero: Deception II,PS,1998,Strategy,Virgin Interactive
Syphon Filter: Dark Mirror,PSP,2006,Shooter,Sony Computer Entertainment
Jikkyou Powerful Pro Yakyuu 2000 Kaimakuban,PS,2000,Sports,Konami Digital Entertainment
Invizimals: Shadow Zone,PSP,2010,Strategy,Sony Computer Entertainment
Glory of Heracles,DS,2008,Role-Playing,Nintendo
Rabbids: Alive & Kicking,X360,2011,Misc,Ubisoft
Up,X360,2009,Action,THQ
Modnation Racers: Road Trip,PSV,2012,Racing,Sony Computer Entertainment
NBA Live 06,X360,2005,Sports,Electronic Arts
ExerBeat,Wii,2010,Sports,Namco Bandai Games
J-League Victory Goal '96,SAT,1996,Sports,Sega
Need for Speed: Most Wanted,PC,2005,Racing,Electronic Arts
Jeopardy! 2nd Edition,PS,2000,Misc,Hasbro Interactive
SD Gundam G Century,PS,1997,Strategy,Namco Bandai Games
Ratchet & Clank: Size Matters,PS2,2008,Platform,Sony Computer Entertainment
Front Mission Evolved,PS3,2010,Shooter,Square Enix
Ultimate Marvel vs. Capcom 3,PSV,2011,Fighting,Capcom
Little King's Story,Wii,2009,Strategy,Rising Star Games
Atelier Iris 3: Grand Phantasm (US Sales),PS2,2006,Role-Playing,Tecmo Koei
Itadaki Street 2: Neon Sign wa Bara Iro ni,SNES,1994,Misc,Enix Corporation
Dynasty Warriors: Strikeforce,PS3,2009,Action,Tecmo Koei
From TV Animation One Piece: Treasure Battle!,GC,2002,Fighting,Namco Bandai Games
Alvin and the Chipmunks: The Squeakquel,DS,2009,Misc,Majesco Entertainment
Dolphin,2600,1983,Action,Activision
NieR,X360,2010,Role-Playing,Square Enix
Zoo Tycoon 2 DS,DS,2008,Strategy,THQ
Area 51,XB,2005,Shooter,Midway Games
Deadpool,PS4,2015,Action,Activision
UEFA Euro 2016,PS4,2016,Sports,Konami Digital Entertainment
Hamster Club 4: Shigessa Daidassou,GBA,2003,Simulation,Jorudan
Imagine: Fashion Designer World Tour,DS,2009,Simulation,Ubisoft
Wanted: Weapons of Fate,PS3,2009,Shooter,Warner Bros. Interactive Entertainment
Mega Man X8,PS2,2004,Platform,Capcom
The Chronicles of Riddick: Assault on Dark Athena,X360,2009,Shooter,Atari
Ford Mustang: The Legend Lives,PS2,2005,Racing,Take-Two Interactive
Fast Food,2600,1981,Action,Unknown
TouchMaster: Connect,DS,2010,Puzzle,Warner Bros. Interactive Entertainment
FlatOut: Head On,PSP,2008,Racing,Empire Interactive
Jikkyou Powerful Pro Yakyuu 8,PS2,2001,Sports,Konami Digital Entertainment
Jeremy McGrath Supercross 2000,N64,1999,Racing,Acclaim Entertainment
Supercross 2000,N64,1999,Racing,Electronic Arts
War Gods,N64,1997,Fighting,Midway Games
Viz,N64,1998,Racing,Acclaim Entertainment
Top Gear Overdrive,N64,1998,Racing,Kemco
Ken Griffey Jr.'s Slugfest,N64,1999,Sports,Nintendo
The New Tetris,N64,1999,Puzzle,Nintendo
Xena: Warrior Princess - The Talisman of Fate,N64,1999,Fighting,Titus
The Godfather: Dons Edition,PS3,2007,Action,Electronic Arts
Duel Masters: Sempai Legends,GBA,2003,Misc,Atari
Marvel Super Hero Squad,PS2,2009,Fighting,THQ
John Deere: Harvest in the Heartland,DS,2007,Simulation,Ubisoft
Harvest Moon: Magical Melody,Wii,2008,Simulation,Rising Star Games
Resident Evil: Revelations 2,PS3,2015,Action,Capcom
Heroes of the Pacific,PS2,2005,Simulation,Codemasters
Prince of Persia: Rival Swords,Wii,2007,Action,Ubisoft
The Lord of the Rings: The Third Age,GC,2004,Role-Playing,Electronic Arts
Trace Memory,DS,2005,Adventure,Nintendo
X-Men Legends II: Rise of Apocalypse,PSP,2005,Role-Playing,Activision
Nicktoons: Battle for Volcano Island,GC,N/A,Action,Unknown
Just Dance Wii 2,Wii,2012,Misc,Nintendo
Senran Kagura Shinovi Versus: Sh?jo-tachi no Sh?mei,PSV,2013,Fighting,Marvelous Entertainment
Borderlands: The Pre-Sequel,PC,2014,Shooter,Take-Two Interactive
Madden NFL 08,XB,2007,Sports,Electronic Arts
DX Game of Life,PS,1996,Misc,Takara
Trauma Center: New Blood,Wii,2007,Simulation,Nintendo
Starhawk,PS3,2012,Action,Sony Computer Entertainment
Pirates of the Caribbean,XB,2003,Role-Playing,Ubisoft
FIFA Soccer 13,3DS,2012,Action,Electronic Arts
Ace Combat: Joint Assault,PSP,2010,Simulation,Namco Bandai Games
The Punisher,XB,2005,Action,THQ
MLB Pennant Race,PS,1996,Sports,Sony Computer Entertainment
The BIGS 2,Wii,2009,Sports,Take-Two Interactive
Shrek: Forever After,Wii,2010,Platform,Activision
Turning Point: Fall of Liberty,X360,2008,Shooter,Codemasters
SD Gundam Gaiden: Knight Gundam Monogatari: Ooinaru Isan,SNES,1991,Role-Playing,Angel Studios
Karaoke Revolution Glee: Volume 3,Wii,2011,Misc,Konami Digital Entertainment
Sonic Boom: Shattered Crystal,3DS,2014,Action,Sega
Shrek Super Party,PS2,2002,Misc,TDK Mediactive
MLB Power Pros,Wii,2007,Sports,Konami Digital Entertainment
Mah Jong Quest: Expeditions,DS,2007,Puzzle,Avanquest
"Sakura Wars 4: Koi Seyo,Otome",DC,2002,Adventure,Sega
"Sakura Wars: So Long, My Love",PS2,2005,Role-Playing,Sega
Dynasty Tactics,PS2,2002,Strategy,Tecmo Koei
Call of Juarez: The Cartel,PS3,2011,Shooter,Ubisoft
Snowboarding,PS,2000,Sports,Midas Interactive Entertainment
Sesame Street: Cookie's Counting Carnival,Wii,2010,Misc,Warner Bros. Interactive Entertainment
Angry Birds Star Wars,PS3,2013,Strategy,Activision
Metal Gear Solid V: Ground Zeroes,XOne,2014,Action,Konami Digital Entertainment
SimCity 4,PC,2003,Simulation,Electronic Arts
James Bond 007: Legends,X360,2012,Shooter,Activision
Puzzle Quest: Challenge of the Warlords,Wii,2007,Puzzle,D3Publisher
Dragon Ball Heroes: Ultimate Mission,3DS,2013,Misc,Namco Bandai Games
One Piece Unlimited Cruise 2: Awakening of a Hero,Wii,2009,Action,Namco Bandai Games
Surf's Up,PS2,2007,Sports,Ubisoft
Looney Tunes Racing,PS,2000,Racing,Infogrames
Disgaea 5: Alliance of Vengeance,PS4,2015,Role-Playing,Nippon Ichi Software
Final Fantasy X-2: International + Last Mission,PS2,2004,Role-Playing,Square Enix
Namco Museum Vol.2,PS,1996,Misc,Sony Computer Entertainment
Sengoku Basara: Samurai Heroes,Wii,2010,Action,Capcom
Rayman 3: Hoodlum Havoc,PS2,2003,Platform,Ubisoft
Penguin no Mondai: Saikyou Penguin Densetsu! A Penguin's Troubles,DS,2008,Adventure,Konami Digital Entertainment
Warriors Orochi 2,PSP,2008,Action,Tecmo Koei
Feel the Magic XY/XX,DS,2004,Puzzle,Sega
Psi-Ops: The Mindgate Conspiracy,PS2,2004,Shooter,Midway Games
Tomba! 2: The Evil Swine Return,PS,1999,Platform,Sony Computer Entertainment
Dragon Quest: Shounen Yangus to Fushigi no Dungeon,PS2,2006,Role-Playing,Square Enix
Neopets Puzzle Adventure,DS,2008,Puzzle,Capcom
BeatMania Append 4thMix: The beat goes on,PS,1999,Simulation,Konami Digital Entertainment
Romance of the Three Kingdoms III: Dragon of Destiny,SNES,1992,Strategy,Tecmo Koei
Power Pro Kun Pocket 11,DS,2008,Sports,Konami Digital Entertainment
Sonic & All-Stars Racing Transformed,3DS,2012,Racing,Sega
Dead Rising: Chop Till You Drop,Wii,2009,Action,Capcom
Purr Pals,Wii,2008,Simulation,Deep Silver
Spyro: A Hero's Tail,GC,2004,Platform,Vivendi Games
NASCAR 08,X360,2007,Racing,Electronic Arts
Battle & Get! Pokemon Typing DS,DS,2011,Misc,Nintendo
World of Tanks,PC,2011,Shooter,Wargaming.net
Links 2004,XB,2003,Sports,Microsoft Game Studios
PGA Tour 97,PS,1996,Sports,Electronic Arts
Majin and the Forsaken Kingdom,PS3,2010,Adventure,Namco Bandai Games
Assassin's Creed IV: Black Flag,WiiU,2013,Action,Ubisoft
Earthworm Jim,GBA,2001,Platform,Interplay
Tales of Phantasia,GBA,2003,Role-Playing,Nintendo
Bratz: Super Babyz,DS,2008,Action,THQ
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PS4,2016,Action,Square Enix
Monster 4x4: Masters of Metal,PS2,2003,Racing,Ubisoft
SingStar Country,PS2,2008,Misc,Sony Computer Entertainment
VMX Racing,PS,1997,Racing,Playmates
Hot Shots Golf: World Invitational,PS3,2012,Sports,Sony Computer Entertainment
Harvest Moon DS Cute (US sales),DS,2005,Simulation,Marvelous Interactive
Disney's Extreme Skate Adventure,GBA,2003,Sports,Activision
Dragon Ball GT: Transformation,GBA,2005,Action,Atari
Super Fire ProWrestling X,SNES,1995,Fighting,Human Entertainment
Battlefield: Hardline,X360,2015,Shooter,Electronic Arts
International Superstar Soccer,SNES,1994,Sports,Konami Digital Entertainment
Tigger's Honey Hunt,PS,2000,Platform,Ubisoft
FIFA 15,PC,2014,Sports,Electronic Arts
The Warriors,XB,2005,Action,Take-Two Interactive
Shadow Hearts,PS2,2001,Role-Playing,Midway Games
Dragon Ball Z: Budokai Tenkaichi 2,Wii,2006,Fighting,Atari
Haven: Call of the King,PS2,N/A,Platform,Midway Games
Street Hoops,XB,2002,Sports,Activision
Yu-Gi-Oh! Double Pack,GBA,2006,Role-Playing,Konami Digital Entertainment
X-Men: Reign of Apocalypse,GBA,2001,Action,Activision
R: Racing Evolution,PS2,2003,Racing,Namco Bandai Games
Netsu Chu! Pro Yakyuu 2003,PS2,2003,Sports,Namco Bandai Games
Jewel Quest Mysteries: Curse of the Emerald Tear,DS,2010,Puzzle,Avanquest
The Golden Compass,PS3,2007,Action,Sega
ATV Quad Power Racing 2,GC,2003,Racing,Acclaim Entertainment
Digimon Adventure: Anode Tamer,WS,1999,Role-Playing,Namco Bandai Games
Hatsune Miku: Project Diva f,PS3,2013,Misc,Sega
Fantastic 4: Flame On,GBA,2005,Action,Activision
Divinity: Original Sin,PS4,2015,Role-Playing,Focus Home Interactive
Marvel Nemesis: Rise of the Imperfects,XB,2005,Fighting,Electronic Arts
The King of Fighters '95,SAT,1995,Fighting,SNK Playmore
F/A-18F Super Hornet,GBA,2004,Simulation,Majesco Entertainment
Final Fantasy VI Advance,GBA,2006,Role-Playing,Nintendo
LEGO The Lord of the Rings,PSV,2012,Action,Warner Bros. Interactive Entertainment
Polaris,2600,1982,Action,Tigervision
All Star Cheer Squad,DS,2008,Sports,THQ
Viewtiful Joe,PS2,2004,Action,Capcom
Triple Play 2000,N64,1999,Sports,Electronic Arts
DeathSmiles,X360,2009,Shooter,Rising Star Games
Baby Pals,DS,2007,Simulation,THQ
Fable: The Journey,X360,2012,Role-Playing,Microsoft Game Studios
Bratz Ponyz,DS,2007,Adventure,Game Factory
Arcade Hits: Frisky Tom,PS,2002,Action,Hamster Corporation
Junior Brain Trainer 2,DS,2010,Misc,GSP
Bladestorm: The Hundred Years' War,PS3,2007,Action,Tecmo Koei
SAW,X360,2009,Action,Konami Digital Entertainment
Chromehounds,X360,2006,Simulation,Sega
Harry Potter and the Sorcerer's Stone,PS2,2003,Action,Electronic Arts
Unreal Championship 2: The Liandri Conflict,XB,N/A,Shooter,Midway Games
Kung Fu Chaos,XB,2003,Fighting,Microsoft Game Studios
Mega Man: Dr. Wily's Revenge,GB,1991,Platform,Nintendo
Reel Fishing: Angler's Dream,Wii,2009,Sports,Zushi Games
Shrek the Third,Wii,2007,Action,Activision
