Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Simulation,"0,10","0,02","1,12","0,01","1,26"
Action,"0,45","0,55","0,05","0,22","1,26"
Action,"0,56","0,56","0,00","0,14","1,25"
Strategy,"0,77","0,37","0,00","0,11","1,25"
Sports,"0,70","0,47","0,00","0,08","1,25"
Action,"0,56","0,41","0,09","0,19","1,25"
Action,"0,49","0,00","0,01","0,75","1,25"
Action,"1,17","0,07","0,00","0,01","1,25"
Action,"0,72","0,41","0,01","0,11","1,25"
Shooter,"0,94","0,16","0,02","0,13","1,25"
Role-Playing,"0,00","0,00","1,25","0,00","1,25"
Role-Playing,"0,00","0,00","1,25","0,00","1,25"
Sports,"0,99","0,13","0,10","0,04","1,25"
Racing,"1,00","0,13","0,02","0,10","1,25"
Role-Playing,"0,71","0,19","0,31","0,03","1,25"
Shooter,"1,01","0,04","0,03","0,16","1,25"
Shooter,"0,47","0,53","0,03","0,22","1,25"
Platform,"0,35","0,61","0,02","0,27","1,25"
Role-Playing,"0,48","0,35","0,34","0,08","1,25"
Strategy,"1,19","0,05","0,00","0,00","1,25"
Action,"0,49","0,62","0,00","0,14","1,25"
Action,"0,61","0,48","0,00","0,16","1,25"
Action,"0,52","0,56","0,00","0,17","1,25"
Racing,"1,05","0,16","0,00","0,04","1,25"
Shooter,"0,85","0,03","0,22","0,14","1,24"
Sports,"0,45","0,67","0,00","0,12","1,24"
Role-Playing,"0,61","0,48","0,00","0,16","1,24"
Platform,"0,75","0,44","0,00","0,06","1,24"
Action,"0,24","0,19","0,75","0,06","1,24"
Fighting,"0,69","0,00","0,00","0,55","1,24"
Puzzle,"0,56","0,22","0,43","0,03","1,24"
Action,"0,69","0,42","0,00","0,12","1,24"
Action,"0,82","0,38","0,00","0,04","1,24"
Action,"0,65","0,40","0,00","0,19","1,24"
Action,"1,12","0,02","0,00","0,09","1,24"
Sports,"0,12","0,89","0,00","0,23","1,23"
Platform,"0,60","0,47","0,00","0,16","1,23"
Sports,"1,08","0,02","0,00","0,13","1,23"
Action,"0,92","0,20","0,07","0,04","1,23"
Racing,"0,68","0,40","0,04","0,11","1,23"
Platform,"0,59","0,57","0,00","0,07","1,23"
Racing,"0,60","0,47","0,00","0,16","1,23"
Action,"0,43","0,47","0,05","0,28","1,23"
Misc,"0,69","0,47","0,00","0,08","1,23"
Role-Playing,"0,52","0,35","0,18","0,18","1,23"
Action,"0,64","0,49","0,00","0,11","1,23"
Puzzle,"0,29","0,17","0,75","0,02","1,23"
Platform,"0,88","0,33","0,00","0,02","1,23"
Racing,"0,68","0,47","0,00","0,08","1,23"
Action,"0,58","0,42","0,13","0,10","1,23"
Platform,"0,54","0,06","0,62","0,01","1,23"
Platform,"0,79","0,27","0,12","0,04","1,23"
Misc,"1,00","0,13","0,00","0,10","1,23"
Puzzle,"0,40","0,11","0,70","0,02","1,23"
Racing,"0,49","0,50","0,03","0,20","1,23"
Action,"0,54","0,55","0,00","0,13","1,23"
Sports,"0,30","0,64","0,07","0,22","1,23"
Role-Playing,"0,29","0,18","0,67","0,09","1,22"
Racing,"1,09","0,03","0,00","0,09","1,22"
Sports,"0,58","0,16","0,46","0,03","1,22"
Puzzle,"0,13","0,07","1,00","0,02","1,22"
Puzzle,"0,27","0,08","0,85","0,02","1,22"
Misc,"0,76","0,30","0,12","0,04","1,22"
Misc,"0,79","0,31","0,08","0,04","1,22"
Adventure,"0,59","0,46","0,01","0,15","1,22"
Sports,"1,13","0,05","0,00","0,03","1,22"
Role-Playing,"0,00","0,00","1,14","0,08","1,22"
Role-Playing,"0,61","0,27","0,27","0,07","1,22"
Simulation,"0,68","0,46","0,00","0,08","1,22"
Shooter,"0,98","0,19","0,00","0,05","1,22"
Fighting,"0,68","0,46","0,00","0,08","1,22"
Sports,"0,59","0,46","0,01","0,15","1,22"
Racing,"0,60","0,46","0,00","0,16","1,22"
Racing,"1,01","0,04","0,00","0,16","1,21"
Misc,"0,93","0,24","0,00","0,04","1,21"
Shooter,"0,78","0,40","0,00","0,04","1,21"
Simulation,"0,51","0,04","0,62","0,05","1,21"
Shooter,"1,05","0,05","0,01","0,10","1,21"
Fighting,"0,55","0,44","0,14","0,09","1,21"
Platform,"1,03","0,14","0,00","0,04","1,21"
Sports,"0,41","0,60","0,00","0,20","1,21"
Action,"0,66","0,48","0,01","0,06","1,21"
Action,"0,34","0,49","0,28","0,10","1,21"
Platform,"0,66","0,17","0,35","0,03","1,21"
Role-Playing,"0,00","0,00","1,20","0,01","1,21"
Racing,"0,69","0,48","0,01","0,03","1,21"
Fighting,"0,42","0,46","0,15","0,18","1,21"
Shooter,"0,25","0,69","0,03","0,25","1,21"
Shooter,"0,72","0,37","0,01","0,11","1,21"
Misc,"0,87","0,32","0,00","0,02","1,21"
Action,"0,44","0,39","0,21","0,16","1,21"
Racing,"0,67","0,46","0,00","0,08","1,21"
Puzzle,"0,71","0,38","0,00","0,12","1,21"
Sports,"0,01","0,88","0,31","0,00","1,20"
Action,"0,59","0,46","0,00","0,15","1,20"
Simulation,"0,44","0,63","0,00","0,14","1,20"
Sports,"0,25","0,64","0,00","0,31","1,20"
Racing,"1,00","0,04","0,00","0,16","1,20"
Racing,"0,12","0,74","0,11","0,24","1,20"
Simulation,"0,08","1,04","0,00","0,07","1,20"
Strategy,"0,48","0,13","0,56","0,03","1,20"
Sports,"1,12","0,05","0,00","0,02","1,20"
Shooter,"0,40","0,39","0,36","0,04","1,20"
Shooter,"0,00","0,00","1,20","0,00","1,20"
Platform,"0,00","0,00","1,20","0,00","1,20"
Fighting,"0,00","0,00","1,20","0,00","1,20"
Action,"0,72","0,43","0,01","0,04","1,20"
Racing,"0,72","0,28","0,00","0,20","1,20"
Sports,"0,59","0,46","0,00","0,15","1,20"
Sports,"0,13","0,69","0,01","0,36","1,20"
Simulation,"0,66","0,45","0,00","0,08","1,19"
Racing,"0,86","0,32","0,00","0,02","1,19"
Action,"0,50","0,50","0,00","0,19","1,19"
Puzzle,"0,53","0,38","0,19","0,09","1,19"
Platform,"0,92","0,23","0,00","0,04","1,19"
Sports,"0,09","0,84","0,11","0,15","1,19"
Shooter,"0,85","0,23","0,00","0,12","1,19"
Action,"0,99","0,04","0,00","0,16","1,19"
Platform,"0,68","0,14","0,35","0,02","1,19"
Sports,"1,02","0,13","0,04","0,01","1,19"
Racing,"0,99","0,16","0,00","0,04","1,19"
Action,"0,76","0,38","0,00","0,05","1,19"
Misc,"0,77","0,31","0,00","0,11","1,19"
Fighting,"0,45","0,47","0,00","0,28","1,19"
Action,"0,86","0,27","0,01","0,04","1,19"
Role-Playing,"0,64","0,24","0,29","0,02","1,19"
Puzzle,"0,73","0,03","0,36","0,07","1,19"
Action,"0,38","0,35","0,38","0,08","1,18"
Adventure,"0,66","0,45","0,00","0,08","1,18"
Action,"0,65","0,42","0,00","0,11","1,18"
Sports,"0,18","0,64","0,27","0,09","1,18"
Racing,"1,10","0,07","0,00","0,01","1,18"
Fighting,"0,48","0,50","0,01","0,20","1,18"
Sports,"0,50","0,18","0,44","0,06","1,18"
Adventure,"0,52","0,24","0,38","0,04","1,18"
Sports,"0,10","0,00","1,08","0,00","1,18"
Misc,"0,90","0,19","0,00","0,09","1,18"
Sports,"0,85","0,31","0,00","0,02","1,18"
Action,"0,01","0,23","0,86","0,08","1,18"
Platform,"0,50","0,14","0,52","0,02","1,18"
Simulation,"0,65","0,44","0,00","0,08","1,17"
Shooter,"0,98","0,04","0,00","0,16","1,17"
Platform,"0,57","0,45","0,00","0,15","1,17"
Action,"0,48","0,24","0,36","0,10","1,17"
Platform,"0,68","0,10","0,39","0,00","1,17"
Action,"0,40","0,48","0,00","0,29","1,17"
Adventure,"0,53","0,16","0,42","0,06","1,17"
Fighting,"0,53","0,45","0,02","0,17","1,17"
Action,"0,36","0,59","0,04","0,18","1,17"
Role-Playing,"0,00","0,00","1,17","0,00","1,17"
Action,"0,74","0,38","0,02","0,03","1,17"
Sports,"0,57","0,45","0,00","0,15","1,17"
Action,"0,39","0,69","0,00","0,09","1,17"
Role-Playing,"0,59","0,45","0,00","0,14","1,17"
Sports,"0,65","0,44","0,00","0,08","1,17"
Fighting,"0,48","0,48","0,01","0,20","1,17"
Racing,"0,16","0,11","0,83","0,08","1,17"
Shooter,"0,76","0,36","0,00","0,05","1,17"
Shooter,"0,74","0,26","0,02","0,15","1,17"
Strategy,"0,03","1,06","0,00","0,08","1,17"
Racing,"0,65","0,44","0,00","0,08","1,17"
Puzzle,"0,68","0,25","0,21","0,02","1,17"
Action,"0,52","0,46","0,00","0,19","1,16"
Racing,"0,97","0,04","0,00","0,16","1,16"
Shooter,"0,57","0,44","0,00","0,15","1,16"
Fighting,"0,39","0,27","0,43","0,08","1,16"
Platform,"0,51","0,51","0,01","0,13","1,16"
Platform,"0,41","0,06","0,04","0,66","1,16"
Racing,"0,57","0,44","0,00","0,15","1,16"
Role-Playing,"0,84","0,27","0,00","0,05","1,16"
Racing,"0,21","0,16","0,77","0,02","1,16"
Shooter,"0,78","0,28","0,07","0,02","1,16"
Platform,"0,57","0,08","0,50","0,01","1,16"
Racing,"0,65","0,44","0,00","0,08","1,16"
Sports,"0,70","0,36","0,00","0,10","1,16"
Sports,"0,41","0,66","0,00","0,09","1,16"
Role-Playing,"0,45","0,24","0,30","0,16","1,16"
Action,"0,83","0,28","0,00","0,05","1,16"
Shooter,"0,54","0,50","0,00","0,12","1,16"
Platform,"0,53","0,48","0,01","0,12","1,15"
Simulation,"0,00","1,14","0,00","0,01","1,15"
Action,"0,56","0,44","0,00","0,15","1,15"
Shooter,"0,50","0,39","0,02","0,25","1,15"
Shooter,"0,56","0,44","0,00","0,15","1,15"
Platform,"0,59","0,31","0,15","0,10","1,15"
Sports,"0,00","0,95","0,00","0,21","1,15"
Misc,"1,07","0,07","0,00","0,01","1,15"
Action,"0,59","0,45","0,01","0,10","1,15"
Puzzle,"0,51","0,20","0,41","0,03","1,15"
Sports,"0,00","0,00","1,15","0,00","1,15"
Action,"0,00","0,00","1,15","0,00","1,15"
Misc,"0,50","0,52","0,00","0,13","1,15"
Sports,"0,15","0,67","0,01","0,31","1,15"
Misc,"0,50","0,16","0,46","0,03","1,15"
Shooter,"0,00","1,12","0,00","0,03","1,15"
Role-Playing,"0,00","0,00","1,15","0,00","1,15"
Platform,"0,56","0,44","0,00","0,15","1,15"
Sports,"0,39","0,57","0,00","0,19","1,15"
Shooter,"0,64","0,43","0,00","0,07","1,15"
Puzzle,"0,00","0,00","1,07","0,07","1,15"
Action,"0,64","0,43","0,00","0,07","1,14"
Action,"0,44","0,34","0,25","0,11","1,14"
Action,"0,78","0,03","0,20","0,13","1,14"
Role-Playing,"0,25","0,17","0,65","0,07","1,14"
Action,"0,57","0,32","0,09","0,16","1,14"
Sports,"0,49","0,46","0,00","0,19","1,14"
Action,"0,47","0,26","0,35","0,07","1,14"
Action,"0,43","0,51","0,02","0,19","1,14"
Simulation,"0,95","0,04","0,00","0,16","1,14"
Action,"0,41","0,23","0,47","0,03","1,14"
Racing,"0,58","0,37","0,15","0,04","1,14"
Shooter,"0,90","0,23","0,00","0,02","1,14"
Action,"0,71","0,16","0,25","0,03","1,14"
Simulation,"0,46","0,17","0,48","0,02","1,14"
Action,"0,71","0,38","0,00","0,05","1,14"
Action,"0,82","0,30","0,00","0,02","1,14"
Sports,"0,31","0,03","0,76","0,04","1,14"
Role-Playing,"0,00","0,51","0,00","0,62","1,14"
Action,"0,45","0,45","0,06","0,18","1,14"
Platform,"0,75","0,21","0,05","0,12","1,14"
Shooter,"0,63","0,40","0,00","0,10","1,14"
Simulation,"0,12","0,10","0,88","0,03","1,14"
Racing,"0,70","0,39","0,01","0,03","1,14"
Fighting,"0,41","0,45","0,11","0,17","1,14"
Simulation,"1,01","0,10","0,00","0,03","1,13"
Sports,"0,76","0,27","0,00","0,10","1,13"
Sports,"0,00","0,00","1,06","0,07","1,13"
Racing,"0,81","0,30","0,00","0,02","1,13"
Action,"0,37","0,58","0,00","0,18","1,13"
Action,"0,61","0,43","0,00","0,09","1,13"
Shooter,"0,99","0,12","0,00","0,02","1,13"
Platform,"0,23","0,05","0,84","0,01","1,13"
Platform,"0,31","0,58","0,02","0,22","1,13"
Misc,"0,65","0,37","0,00","0,11","1,13"
Shooter,"0,34","0,57","0,04","0,17","1,13"
Misc,"0,63","0,43","0,00","0,07","1,13"
Role-Playing,"0,33","0,37","0,37","0,06","1,13"
Role-Playing,"0,81","0,30","0,00","0,02","1,13"
Misc,"0,45","0,56","0,00","0,12","1,13"
Action,"0,53","0,33","0,17","0,08","1,12"
Shooter,"1,05","0,06","0,00","0,01","1,12"
Racing,"0,55","0,43","0,00","0,14","1,12"
Simulation,"0,56","0,24","0,30","0,02","1,12"
Platform,"0,25","0,74","0,00","0,14","1,12"
Racing,"0,50","0,40","0,06","0,16","1,12"
Shooter,"1,03","0,00","0,01","0,08","1,12"
Misc,"0,53","0,36","0,09","0,15","1,12"
Shooter,"0,66","0,40","0,00","0,05","1,12"
Puzzle,"0,41","0,06","0,63","0,02","1,12"
Misc,"0,84","0,19","0,01","0,08","1,12"
Misc,"0,28","0,30","0,00","0,54","1,12"
Sports,"0,00","1,12","0,00","0,00","1,12"
Action,"0,21","0,20","0,62","0,08","1,12"
Role-Playing,"0,36","0,23","0,38","0,15","1,12"
Action,"0,82","0,26","0,00","0,04","1,12"
Shooter,"0,63","0,36","0,02","0,10","1,12"
Misc,"0,67","0,29","0,00","0,15","1,12"
Action,"0,72","0,29","0,01","0,09","1,11"
Shooter,"0,85","0,23","0,00","0,04","1,11"
Action,"0,63","0,37","0,00","0,11","1,11"
Misc,"0,92","0,04","0,00","0,15","1,11"
Fighting,"0,45","0,49","0,00","0,18","1,11"
Misc,"0,71","0,06","0,00","0,35","1,11"
Action,"0,68","0,38","0,00","0,05","1,11"
Sports,"0,95","0,14","0,00","0,03","1,11"
Platform,"0,33","0,07","0,70","0,01","1,11"
Role-Playing,"0,00","0,00","1,10","0,01","1,11"
Role-Playing,"0,18","0,13","0,73","0,07","1,11"
Strategy,"0,44","0,32","0,29","0,07","1,11"
Sports,"0,64","0,37","0,00","0,10","1,11"
Fighting,"0,30","0,52","0,12","0,16","1,11"
Puzzle,"0,52","0,35","0,00","0,23","1,11"
Shooter,"1,03","0,06","0,00","0,01","1,10"
Platform,"1,03","0,06","0,00","0,01","1,10"
Action,"0,50","0,35","0,10","0,15","1,10"
Sports,"0,61","0,42","0,00","0,07","1,10"
Strategy,"0,90","0,12","0,00","0,08","1,10"
Puzzle,"0,00","0,00","1,10","0,00","1,10"
Role-Playing,"0,00","0,00","1,10","0,00","1,10"
Role-Playing,"0,00","0,00","1,10","0,00","1,10"
Racing,"0,45","0,33","0,29","0,03","1,10"
Platform,"0,51","0,12","0,45","0,02","1,10"
Strategy,"0,00","0,00","1,10","0,00","1,10"
Simulation,"0,52","0,42","0,00","0,15","1,10"
Sports,"0,52","0,40","0,04","0,13","1,10"
Misc,"0,12","0,75","0,00","0,23","1,10"
Misc,"0,00","0,84","0,00","0,25","1,10"
Role-Playing,"0,54","0,21","0,31","0,04","1,10"
Platform,"0,47","0,42","0,13","0,08","1,10"
Racing,"0,53","0,45","0,00","0,12","1,10"
Racing,"0,31","0,56","0,03","0,20","1,10"
Shooter,"0,45","0,52","0,01","0,12","1,10"
Role-Playing,"0,26","0,10","0,72","0,02","1,10"
Simulation,"0,46","0,51","0,00","0,12","1,10"
Sports,"1,01","0,00","0,00","0,08","1,09"
Adventure,"0,05","0,04","0,84","0,16","1,09"
Misc,"0,53","0,39","0,00","0,17","1,09"
Role-Playing,"0,78","0,29","0,00","0,02","1,09"
Shooter,"0,91","0,09","0,00","0,09","1,09"
Sports,"1,02","0,05","0,00","0,02","1,09"
Simulation,"0,00","0,00","1,07","0,02","1,09"
Role-Playing,"0,54","0,33","0,01","0,22","1,09"
Racing,"0,20","0,70","0,02","0,16","1,09"
Sports,"1,02","0,02","0,00","0,05","1,09"
Platform,"0,64","0,34","0,01","0,10","1,09"
Action,"0,89","0,03","0,01","0,15","1,09"
Racing,"0,74","0,25","0,00","0,09","1,09"
Shooter,"0,53","0,42","0,00","0,14","1,09"
Simulation,"0,00","0,00","1,02","0,07","1,09"
Fighting,"0,44","0,46","0,01","0,18","1,09"
Action,"0,61","0,38","0,00","0,10","1,09"
Action,"1,02","0,00","0,00","0,07","1,09"
Sports,"0,82","0,17","0,01","0,09","1,09"
Sports,"0,60","0,41","0,00","0,07","1,09"
Racing,"0,53","0,41","0,00","0,14","1,08"
Platform,"0,53","0,41","0,00","0,14","1,08"
Simulation,"0,63","0,35","0,00","0,10","1,08"
Misc,"0,75","0,18","0,00","0,16","1,08"
Sports,"0,53","0,41","0,00","0,14","1,08"
Strategy,"0,01","0,97","0,00","0,10","1,08"
Fighting,"0,29","0,51","0,08","0,20","1,08"
Action,"0,64","0,28","0,04","0,13","1,08"
Action,"0,51","0,40","0,00","0,16","1,08"
Platform,"1,01","0,06","0,00","0,01","1,08"
Shooter,"0,64","0,34","0,00","0,10","1,08"
Role-Playing,"0,37","0,30","0,28","0,13","1,08"
Racing,"0,42","0,58","0,00","0,08","1,08"
Action,"0,64","0,34","0,00","0,10","1,08"
Sports,"0,60","0,41","0,00","0,07","1,08"
Action,"0,43","0,40","0,00","0,24","1,08"
Fighting,"0,77","0,29","0,00","0,02","1,08"
Platform,"0,77","0,29","0,00","0,02","1,08"
Shooter,"0,68","0,18","0,19","0,03","1,08"
Shooter,"0,51","0,47","0,00","0,09","1,08"
Action,"0,24","0,54","0,00","0,30","1,07"
Misc,"0,00","0,00","1,00","0,07","1,07"
Action,"0,96","0,03","0,00","0,08","1,07"
Shooter,"0,89","0,03","0,00","0,15","1,07"
Sports,"0,26","0,69","0,00","0,12","1,07"
Simulation,"0,65","0,32","0,00","0,10","1,07"
Action,"0,47","0,40","0,03","0,17","1,07"
Sports,"0,00","0,98","0,00","0,09","1,07"
Fighting,"0,17","0,12","0,77","0,02","1,07"
Fighting,"0,53","0,01","0,00","0,54","1,07"
Sports,"0,86","0,12","0,00","0,09","1,07"
Fighting,"0,79","0,18","0,03","0,07","1,07"
Action,"0,53","0,42","0,01","0,11","1,07"
Sports,"0,59","0,40","0,00","0,07","1,07"
Sports,"0,08","0,90","0,04","0,05","1,07"
Fighting,"0,74","0,15","0,13","0,05","1,07"
Sports,"0,60","0,36","0,00","0,11","1,07"
Adventure,"0,54","0,42","0,00","0,11","1,07"
Racing,"0,17","0,12","0,71","0,07","1,07"
Sports,"0,10","0,63","0,00","0,34","1,07"
Fighting,"0,49","0,34","0,09","0,15","1,07"
Action,"0,57","0,38","0,02","0,10","1,07"
Role-Playing,"0,31","0,20","0,45","0,11","1,07"
Racing,"0,59","0,40","0,00","0,07","1,07"
Sports,"0,59","0,40","0,00","0,07","1,06"
Fighting,"0,88","0,04","0,00","0,14","1,06"
Racing,"0,52","0,41","0,00","0,14","1,06"
Action,"0,28","0,49","0,03","0,27","1,06"
Simulation,"0,66","0,30","0,00","0,10","1,06"
Shooter,"0,28","0,58","0,00","0,21","1,06"
Misc,"0,00","0,00","0,99","0,07","1,06"
Misc,"0,56","0,39","0,00","0,11","1,06"
Action,"0,53","0,40","0,03","0,11","1,06"
Sports,"0,52","0,41","0,00","0,14","1,06"
Strategy,"0,18","0,81","0,00","0,08","1,06"
Action,"0,52","0,41","0,00","0,14","1,06"
Shooter,"0,63","0,33","0,00","0,10","1,06"
Sports,"1,01","0,05","0,00","0,01","1,06"
Sports,"1,02","0,04","0,00","0,01","1,06"
Shooter,"0,55","0,40","0,00","0,11","1,06"
Action,"0,36","0,49","0,00","0,20","1,06"
Role-Playing,"1,03","0,02","0,00","0,00","1,06"
Adventure,"0,43","0,46","0,09","0,09","1,06"
Action,"0,76","0,28","0,00","0,02","1,06"
Racing,"0,52","0,40","0,00","0,14","1,06"
Action,"0,67","0,28","0,01","0,10","1,06"
Shooter,"0,65","0,30","0,01","0,10","1,06"
Action,"0,61","0,35","0,00","0,09","1,06"
Simulation,"0,49","0,39","0,00","0,17","1,06"
Racing,"0,27","0,57","0,01","0,20","1,06"
Sports,"0,28","0,65","0,00","0,13","1,05"
Racing,"0,16","0,66","0,00","0,23","1,05"
Shooter,"0,95","0,01","0,01","0,08","1,05"
Shooter,"0,99","0,05","0,00","0,01","1,05"
Action,"0,46","0,31","0,20","0,09","1,05"
Shooter,"0,81","0,11","0,00","0,13","1,05"
Misc,"0,99","0,05","0,00","0,01","1,05"
Platform,"0,97","0,01","0,00","0,07","1,05"
Role-Playing,"0,00","0,00","0,92","0,13","1,05"
Fighting,"0,00","0,00","1,05","0,00","1,05"
Sports,"0,00","0,00","1,04","0,01","1,05"
Platform,"0,00","0,00","1,05","0,00","1,05"
Sports,"0,51","0,40","0,00","0,13","1,05"
Action,"0,37","0,49","0,00","0,19","1,05"
Racing,"0,78","0,26","0,00","0,01","1,05"
Sports,"0,91","0,11","0,00","0,03","1,05"
Sports,"0,46","0,41","0,01","0,17","1,05"
Racing,"0,52","0,51","0,00","0,02","1,05"
Sports,"0,23","0,58","0,03","0,21","1,05"
Simulation,"0,19","0,13","0,66","0,07","1,05"
Sports,"0,51","0,40","0,00","0,13","1,04"
Simulation,"0,45","0,48","0,00","0,11","1,04"
Action,"0,58","0,40","0,00","0,07","1,04"
Fighting,"0,56","0,37","0,01","0,10","1,04"
Role-Playing,"0,09","0,06","0,83","0,07","1,04"
Action,"0,31","0,49","0,05","0,19","1,04"
Racing,"0,58","0,39","0,00","0,07","1,04"
Action,"0,45","0,30","0,22","0,07","1,04"
Fighting,"0,44","0,12","0,45","0,03","1,04"
Simulation,"0,87","0,03","0,00","0,14","1,04"
Shooter,"0,41","0,46","0,00","0,18","1,04"
Puzzle,"0,50","0,20","0,31","0,03","1,04"
Racing,"0,91","0,10","0,00","0,03","1,04"
Racing,"0,39","0,16","0,37","0,12","1,04"
Platform,"0,44","0,48","0,00","0,11","1,04"
Racing,"0,43","0,50","0,00","0,11","1,04"
Racing,"0,53","0,46","0,00","0,05","1,04"
Action,"0,54","0,39","0,00","0,11","1,03"
Racing,"0,12","0,63","0,05","0,23","1,03"
Shooter,"0,59","0,35","0,01","0,09","1,03"
Racing,"0,86","0,03","0,00","0,14","1,03"
Racing,"0,47","0,34","0,00","0,23","1,03"
Action,"0,55","0,32","0,03","0,13","1,03"
Action,"0,54","0,39","0,00","0,09","1,03"
Shooter,"0,34","0,48","0,02","0,19","1,03"
Platform,"0,70","0,05","0,21","0,07","1,03"
Action,"0,46","0,47","0,00","0,11","1,03"
Sports,"0,50","0,39","0,00","0,13","1,03"
Platform,"0,68","0,31","0,00","0,04","1,03"
Puzzle,"0,18","0,00","0,85","0,00","1,03"
Action,"0,56","0,30","0,08","0,09","1,03"
Action,"0,44","0,42","0,00","0,17","1,03"
Action,"0,96","0,07","0,00","0,00","1,03"
Fighting,"0,38","0,12","0,51","0,02","1,03"
Adventure,"0,61","0,32","0,00","0,10","1,03"
Misc,"0,23","0,71","0,00","0,09","1,03"
Racing,"0,16","0,57","0,00","0,29","1,02"
Sports,"0,32","0,59","0,01","0,11","1,02"
Simulation,"0,67","0,26","0,00","0,09","1,02"
Sports,"0,93","0,01","0,00","0,08","1,02"
Fighting,"0,32","0,36","0,26","0,09","1,02"
Platform,"0,73","0,26","0,01","0,03","1,02"
Sports,"0,86","0,06","0,00","0,11","1,02"
Shooter,"0,87","0,05","0,02","0,08","1,02"
Platform,"0,56","0,32","0,01","0,14","1,02"
Action,"0,39","0,12","0,49","0,02","1,02"
Action,"0,57","0,39","0,00","0,07","1,02"
Action,"0,64","0,28","0,00","0,10","1,02"
Misc,"0,25","0,65","0,00","0,12","1,02"
Action,"0,62","0,31","0,00","0,09","1,02"
Simulation,"0,51","0,40","0,00","0,11","1,02"
Shooter,"0,61","0,32","0,01","0,08","1,02"
Platform,"0,43","0,42","0,00","0,17","1,02"
Sports,"0,97","0,03","0,00","0,03","1,02"
Platform,"0,44","0,47","0,01","0,09","1,02"
Misc,"0,93","0,01","0,00","0,08","1,02"
Action,"0,50","0,39","0,00","0,13","1,02"
Role-Playing,"0,56","0,05","0,37","0,04","1,02"
Platform,"0,51","0,40","0,00","0,11","1,01"
Puzzle,"0,56","0,38","0,00","0,07","1,01"
Fighting,"0,44","0,46","0,00","0,11","1,01"
Adventure,"0,56","0,34","0,02","0,09","1,01"
Simulation,"0,69","0,04","0,22","0,06","1,01"
Action,"0,45","0,46","0,00","0,11","1,01"
Sports,"0,87","0,12","0,00","0,02","1,01"
Sports,"0,00","0,93","0,00","0,08","1,01"
Racing,"0,33","0,45","0,01","0,22","1,01"
Action,"0,65","0,22","0,05","0,10","1,01"
Action,"0,58","0,34","0,00","0,09","1,01"
Platform,"0,22","0,64","0,00","0,16","1,01"
Misc,"0,00","0,00","1,01","0,00","1,01"
Action,"0,54","0,34","0,02","0,10","1,01"
Simulation,"0,12","0,08","0,74","0,07","1,01"
Action,"0,52","0,36","0,05","0,08","1,01"
Fighting,"0,50","0,26","0,17","0,08","1,01"
Racing,"0,49","0,38","0,00","0,13","1,00"
Role-Playing,"0,29","0,19","0,46","0,07","1,00"
Shooter,"0,93","0,00","0,00","0,07","1,00"
Action,"0,41","0,35","0,03","0,21","1,00"
Fighting,"0,30","0,24","0,38","0,08","1,00"
Shooter,"0,65","0,14","0,21","0,00","1,00"
Misc,"0,63","0,25","0,09","0,03","1,00"
Racing,"0,65","0,15","0,19","0,01","1,00"
Sports,"0,41","0,10","0,47","0,02","1,00"
Misc,"0,00","0,00","1,00","0,00","1,00"
Fighting,"0,78","0,18","0,03","0,00","1,00"
Sports,"0,13","0,76","0,03","0,09","1,00"
Sports,"0,08","0,90","0,02","0,00","1,00"
Racing,"0,56","0,38","0,00","0,07","1,00"
Sports,"0,56","0,38","0,00","0,07","1,00"
